training/grad_norm,step,training/loss
8.682422059530637,256,7.216926574707031
7.247192891704367,257,7.171957015991211
7.312120215832153,258,7.380982398986816
7.418984326050014,259,7.35571813583374
7.737088184151447,260,7.090577602386475
8.478797048499771,261,7.372403621673584
7.586351848879671,262,7.469873905181885
8.242887262949038,263,7.1239166259765625
6.77649940705872,264,7.006946563720703
10.487175875759933,265,7.405004024505615
6.555581360387212,266,7.210429668426514
9.993080797149565,267,7.030900478363037
6.998239295777674,268,7.269248962402344
10.487747673229187,269,6.983331203460693
7.714688487361706,270,7.2809247970581055
7.061284593634836,271,7.463088512420654
11.505377797435369,272,6.850378036499023
6.570542992575664,273,7.305422782897949
9.425973080051703,274,7.342621803283691
10.994310815157673,275,7.350652694702148
10.645605952054856,276,7.289938926696777
7.5377384584578975,277,6.9702348709106445
10.26169607379965,278,7.19435977935791
10.254296495550163,279,7.111321449279785
8.539391737277063,280,7.038055419921875
9.20462868392769,281,7.061837196350098
9.401035219368172,282,7.087078094482422
9.566779481796384,283,7.209491729736328
7.562242992226997,284,7.200119972229004
7.683756094974044,285,7.011477947235107
8.756780122860068,286,6.832884311676025
6.560880624697663,287,7.107691764831543
7.78958553597466,288,6.800402641296387
7.165590545531536,289,7.14036750793457
10.877014324381161,290,7.0349860191345215
7.319288444746685,291,7.063054084777832
8.11577187788248,292,7.056469917297363
10.722468762591294,293,7.053349494934082
7.835568967997544,294,7.175004959106445
9.216001973893697,295,7.2439727783203125
9.282229387903962,296,7.106634140014648
7.8498798142484025,297,7.068356513977051
13.17796928633994,298,7.071656227111816
8.363484679041536,299,7.313176155090332
7.270488596033201,300,7.007496356964111
16.547253079368076,301,7.059993743896484
11.505071433988226,302,6.69364070892334
13.946545594992443,303,6.745718955993652
8.061385676537187,304,7.072343349456787
12.996286301924929,305,7.045244216918945
10.53820715869777,306,6.945132255554199
11.23471489022088,307,7.133145809173584
11.467149336954483,308,6.940451145172119
8.079979689166535,309,7.01537561416626
8.628770971381874,310,6.874823570251465
10.320881714525866,311,7.0668182373046875
8.542671801966483,312,6.953253746032715
9.086102917937456,313,6.835609436035156
8.326881301512149,314,6.928422927856445
10.350274094347695,315,6.784389495849609
8.432795816814608,316,6.901261806488037
11.432992516007948,317,6.866875171661377
7.870067686689004,318,7.0281267166137695
10.200267818151232,319,6.959888458251953
7.584524319644142,320,6.916104316711426
13.81806219313828,321,6.933559417724609
7.583223558686347,322,6.932499885559082
13.675661306064988,323,6.921596527099609
11.437261193289048,324,7.070329666137695
7.872970561758033,325,7.058136940002441
17.556690925121238,326,6.8654375076293945
15.622680491898729,327,7.086404800415039
13.229458991397877,328,6.6335601806640625
9.910361029614647,329,6.888396263122559
12.79029373273074,330,6.853370666503906
10.757122430436423,331,6.811871528625488
11.072322299588151,332,6.813737392425537
12.860401358266511,333,6.866657733917236
7.845433514240446,334,6.658696174621582
11.797744173278424,335,6.8612213134765625
12.426933055309053,336,6.934471130371094
18.52693401336408,337,6.807636737823486
12.02231430548069,338,6.160654067993164
26.540149144297636,339,6.74326229095459
12.227894046902174,340,6.651533126831055
19.69350339395544,341,6.558864116668701
15.721002921611843,342,6.93679141998291
11.532348249699353,343,6.819240570068359
21.426746574083523,344,6.698256492614746
12.075655547802764,345,6.722959041595459
12.922147182932983,346,6.6686906814575195
14.573479045989885,347,6.824366569519043
7.305422757113804,348,6.938939571380615
10.95714335392741,349,6.872616767883301
8.480583003894102,350,6.909206390380859
11.738892194999506,351,6.827605247497559
11.271095333944055,352,6.692272186279297
9.856211110814211,353,6.8347249031066895
29.534891475221727,354,6.455716609954834
13.965748440975212,355,6.5257110595703125
14.326050852632996,356,6.932068824768066
12.342642355367023,357,6.664571285247803
19.084023453451188,358,6.811254501342773
15.617477681458661,359,6.628937721252441
16.037472712552294,360,6.6743245124816895
14.202523901781122,361,6.707339286804199
10.801019648702624,362,6.703375816345215
15.77518883061631,363,6.823109149932861
13.412252580648389,364,6.542760848999023
11.876584238484908,365,6.507787704467773
15.496066671106918,366,6.567592620849609
10.372500198890167,367,6.7844929695129395
13.551563265666415,368,6.705142974853516
10.723450989445835,369,6.784589767456055
19.824871833454324,370,6.893204689025879
11.881313853967683,371,6.681784629821777
15.295077380969465,372,6.624666690826416
13.581707129616936,373,6.696855545043945
14.898626461341003,374,6.5183491706848145
12.110803217187112,375,6.627934455871582
12.60778783478347,376,6.587243556976318
13.247185174181816,377,6.697779655456543
13.823327425172119,378,6.739090442657471
11.39330721699456,379,6.610646724700928
10.861323032333368,380,6.732012748718262
11.55881684897906,381,6.601842403411865
22.17938961031904,382,6.333959579467773
16.524377558956267,383,6.457971572875977
13.134203200086858,384,6.686153411865234
12.318386471598943,385,6.706689834594727
12.0205379209576,386,6.351507186889648
9.443762312047319,387,6.705737113952637
13.130223569920421,388,6.64369010925293
11.014153131941974,389,6.659109115600586
17.327201247638694,390,6.287250518798828
12.894505807874022,391,6.548669338226318
13.395197654026225,392,6.421932697296143
13.17644655802483,393,6.603330135345459
9.920943761662512,394,6.569026947021484
10.233145650163538,395,6.678361892700195
12.548996989379395,396,6.603888511657715
9.859534792806729,397,6.819716453552246
25.700325170456257,398,6.608329772949219
14.821077977562638,399,6.399722099304199
13.74520457482212,400,6.277181148529053
15.294920752657665,401,6.674440383911133
8.406901621468332,402,6.46240234375
30.33441137836492,403,6.6296610832214355
23.465346738511958,404,6.6758012771606445
13.05838517351375,405,6.407837867736816
13.292805749441417,406,6.456581115722656
15.03971690946332,407,6.514706611633301
13.430661754764671,408,6.576648235321045
14.990407801317637,409,6.493420600891113
12.109372479838447,410,6.642200946807861
17.81819570395755,411,6.733987331390381
12.530588793731049,412,6.267434120178223
15.06312705353239,413,6.5230021476745605
10.163910497398188,414,6.514464378356934
9.833448075309326,415,6.490981101989746
14.01225834007718,416,6.530770301818848
12.595858035419322,417,6.500211238861084
11.389369063347312,418,6.51060676574707
8.285307728606998,419,6.800136089324951
24.092673350620256,420,6.388592720031738
12.54028785874065,421,6.454649925231934
11.546867071208373,422,6.419689655303955
11.934068116594753,423,6.423792362213135
18.822179591643422,424,6.52348518371582
8.247709476508415,425,6.61530065536499
10.933762265917329,426,6.586300373077393
7.239970932791513,427,6.444169998168945
14.14765989545897,428,6.444521427154541
10.338326222107089,429,6.48283052444458
12.838775339637332,430,6.184289932250977
7.984038642621602,431,6.462399482727051
21.8556080340736,432,6.521694183349609
13.49789299240348,433,6.385368347167969
13.06635077996447,434,6.503997802734375
12.706765266775092,435,6.335093975067139
11.165569953772092,436,6.450592994689941
27.663327793124306,437,6.444157123565674
14.75146166784467,438,6.625018119812012
13.674797120759976,439,6.5151777267456055
12.479738217077989,440,6.470458030700684
11.619924442222882,441,6.528755187988281
17.430450874139236,442,6.5748138427734375
16.191104207828136,443,6.507648468017578
9.34840465949856,444,6.56954288482666
14.74825625699765,445,6.424501895904541
9.76497224380916,446,6.521984100341797
12.090429357788087,447,6.493607521057129
9.99680849645256,448,6.4888410568237305
9.208187142386864,449,6.5670084953308105
11.646428529182307,450,6.449422836303711
11.676818862810316,451,6.483832359313965
9.838540288071194,452,6.3365478515625
13.462144121231963,453,6.617600440979004
10.617824869343753,454,6.332815170288086
11.263436664409493,455,6.229557991027832
9.194828354528337,456,6.494777679443359
8.847672633814852,457,6.548166275024414
8.441589268752907,458,6.516556262969971
10.699511465168012,459,6.524251461029053
7.5895879194853295,460,6.3392486572265625
10.345410539271713,461,6.394964218139648
7.651215061605922,462,6.395096778869629
12.13397513847514,463,6.570899963378906
9.183037536989692,464,6.382667541503906
9.935293660462628,465,6.322429180145264
10.583454722111323,466,6.212433815002441
13.275406572972987,467,6.259591102600098
8.432209079676506,468,6.484490871429443
10.790136241035034,469,6.4053802490234375
8.838155425936332,470,6.346800804138184
12.256897522017322,471,6.3702497482299805
12.19694145510976,472,6.286050796508789
10.830155087361796,473,6.342483997344971
12.842788845955416,474,6.497578144073486
14.407961001125765,475,6.105953216552734
13.448704222477044,476,6.256005764007568
10.57174115841877,477,6.2167816162109375
10.39050715099992,478,6.32656192779541
10.48914175357367,479,6.447916030883789
8.818574583821905,480,6.6018218994140625
16.55058625902956,481,6.3186421394348145
8.547656035782833,482,6.436741828918457
9.388391721103606,483,6.3951735496521
9.13967593229984,484,6.182337760925293
8.262340679161998,485,6.472777366638184
12.899625763898456,486,6.583036422729492
9.306978982896972,487,6.486732006072998
7.2911702304964825,488,6.236896514892578
7.799042364168546,489,6.440407752990723
9.23407384700879,490,6.3376688957214355
7.2286868710295185,491,6.352389335632324
8.4518297370049,492,6.1993865966796875
6.927088717886378,493,6.257676124572754
7.09180279192813,494,6.323187828063965
7.86863814828168,495,6.347822189331055
10.10442909345637,496,6.267081260681152
7.44918725617687,497,6.3310346603393555
7.894751106383169,498,6.204626083374023
11.802592002544001,499,6.2903289794921875
8.79499756206329,500,6.239548206329346
8.851237547819496,501,6.150461196899414
10.872086057837448,502,6.339567184448242
9.8734720713956,503,6.2209858894348145
9.851797151002055,504,6.353725433349609
17.200706041615796,505,6.423130989074707
8.372862585810147,506,6.386496543884277
13.210806983018793,507,6.155147552490234
9.476980730028115,508,6.187124252319336
15.095932954688854,509,6.275341987609863
12.36238580386779,510,6.241698265075684
10.784985412106753,511,6.303410530090332
12.179194510749225,512,6.259998321533203
10.736819326299827,513,5.897003173828125
11.087977495200919,514,6.056324481964111
9.74388047890107,515,6.08607292175293
9.883713752754414,516,6.192636489868164
8.466283009564874,517,6.135139465332031
9.856055521573321,518,6.1904473304748535
8.566151974822867,519,6.263532638549805
10.833120803704547,520,5.999098300933838
10.104389830546733,521,6.0875959396362305
7.534987665785204,522,6.188600540161133
10.582485815841213,523,6.105503082275391
8.87235919186067,524,6.036385536193848
8.318862201212008,525,6.1200852394104
7.786885499666225,526,6.210109710693359
8.920908219155146,527,6.187338352203369
9.650281722151666,528,6.185518264770508
8.854097924059126,529,6.181537628173828
6.486800362965906,530,6.263213157653809
8.348888172434718,531,6.1438751220703125
6.63876467508322,532,6.261373519897461
13.899282291462875,533,5.998715877532959
9.33557342713231,534,6.10191535949707
11.611188662167086,535,6.010087013244629
13.146884656521292,536,6.1941142082214355
9.327369646579136,537,6.329803466796875
9.19309609147377,538,6.219280242919922
12.881046393875456,539,6.04360818862915
9.274678482282123,540,6.458522796630859
12.134749121035373,541,5.998058319091797
9.323334196888739,542,6.069131374359131
9.332026344703609,543,6.029104709625244
9.590059347118244,544,6.150918483734131
8.832145707048053,545,6.111495018005371
8.566155537399375,546,6.229872226715088
8.974990428186269,547,6.274985313415527
7.082279022141174,548,6.104241371154785
9.637764925352124,549,6.085780620574951
9.535183454488026,550,6.121579170227051
12.231734379381134,551,6.006320953369141
10.398668981622382,552,6.091503620147705
8.80590963470719,553,6.145423889160156
7.443788834862095,554,6.179948806762695
7.6626099620601895,555,6.177702903747559
8.645186091329148,556,6.265885353088379
8.705693138261774,557,6.294159412384033
8.742461962989395,558,6.089853286743164
7.480896334466948,559,6.129569053649902
7.831958190120583,560,6.1953325271606445
10.362121310061642,561,6.054627418518066
9.044613781259454,562,6.086991310119629
15.165301139198592,563,6.0425896644592285
9.476021067977937,564,6.182747840881348
9.064605257894318,565,6.002561569213867
12.012921052633155,566,6.082790374755859
8.821298522167103,567,6.086067199707031
10.178046023162274,568,5.997279167175293
10.697546447667333,569,5.894402503967285
8.97359832614238,570,6.030689239501953
15.895338591562927,571,6.116290092468262
7.8699094274173165,572,6.338875770568848
9.125622871774373,573,5.98488712310791
8.98913214749548,574,5.979588031768799
9.586197753954885,575,5.983248233795166
8.531940362406212,576,6.210725784301758
7.8822416887143625,577,6.223827362060547
9.009631195818615,578,5.950615406036377
9.64697135874697,579,6.180381774902344
10.611050772592465,580,6.0871734619140625
9.221476937121052,581,6.138116836547852
10.263337180853537,582,6.009212493896484
11.535957843380748,583,6.107206344604492
8.714690545213188,584,6.086778163909912
9.265159762508398,585,6.013173580169678
9.980083850821774,586,5.841469764709473
8.42895663030059,587,6.107359886169434
9.881680317435698,588,5.919613361358643
8.484501340708732,589,6.226640701293945
7.607158361530431,590,5.830545425415039
9.418129956366073,591,6.019665241241455
7.8136712989145165,592,6.192410945892334
9.383359310279063,593,6.119959831237793
10.346445521845821,594,5.730235576629639
8.92434513884501,595,6.118167400360107
7.313871336592041,596,6.065354824066162
8.759397854946995,597,5.928623199462891
8.74976108769816,598,6.220243453979492
8.660478681413109,599,6.18035888671875
7.636593119570857,600,5.838556289672852
9.854190581751723,601,5.787805557250977
8.266444145817353,602,6.22768497467041
12.499625848892626,603,5.992327690124512
8.911181988306094,604,5.907511234283447
13.833985891615404,605,6.093684196472168
10.933942292475106,606,5.767149448394775
13.157647500375614,607,5.87995719909668
11.341039244380479,608,5.935616493225098
11.963360481844333,609,6.173102855682373
11.156369676135062,610,5.865488052368164
7.0151524713848765,611,6.067930221557617
8.365433880486359,612,6.150743007659912
9.449159001464677,613,6.006893634796143
9.283611369692107,614,6.052241325378418
8.976792401456528,615,6.064164161682129
8.686126820010216,616,5.770205974578857
8.221419796436518,617,6.083880424499512
9.097906152643294,618,5.960260391235352
8.71595374766556,619,6.019535541534424
9.477206542418301,620,5.891414642333984
11.183659922743454,621,5.921028137207031
8.314724961421275,622,5.846499443054199
18.107683841710074,623,5.609179973602295
8.584084141556186,624,5.884407043457031
11.420653229584973,625,5.903267860412598
10.213894031495583,626,5.93107795715332
9.275578779479797,627,5.885763645172119
10.805354408760769,628,5.691582202911377
9.909277805223434,629,5.784987449645996
9.832680330308076,630,5.912834167480469
8.315665423937586,631,5.864261150360107
12.94231645795495,632,5.9582672119140625
9.552386352214437,633,5.92922306060791
12.170455830296065,634,5.826054573059082
10.219733607931756,635,5.9245805740356445
8.768183533689788,636,6.0055341720581055
9.73863379325764,637,5.956230163574219
11.068834807869628,638,5.751155853271484
9.64196748212052,639,6.0657854080200195
10.849839844818131,640,6.021240234375
9.239755266920122,641,6.002422332763672
12.338691853287797,642,5.7879486083984375
8.058164391888466,643,5.880575656890869
8.124180209544125,644,6.02015495300293
9.380922201733712,645,5.78831672668457
8.032011359674089,646,5.931253433227539
8.585276806500666,647,5.848674297332764
11.707191565468891,648,5.915460109710693
10.667707352733961,649,5.732595920562744
7.718948176384334,650,5.995161056518555
14.038730453954484,651,5.880765914916992
10.15524784719165,652,5.7892608642578125
9.528875536711592,653,5.971956253051758
9.106889703047718,654,5.893077850341797
8.866272409416952,655,5.820847511291504
8.780373743396716,656,5.9298505783081055
8.338543699900855,657,5.983521461486816
8.902708400139261,658,5.955853462219238
8.833798042405311,659,5.862309455871582
7.895385514764799,660,6.092639923095703
8.923648370713664,661,5.901856422424316
8.471671526022726,662,5.918574333190918
6.914315463681045,663,6.055744647979736
8.439155472721986,664,5.9853644371032715
8.562907633858728,665,5.772681713104248
8.84719964674447,666,6.008536338806152
9.40782421030869,667,5.845688819885254
9.478045342044918,668,5.962646007537842
7.80340046241736,669,5.774291038513184
8.012023949726816,670,5.920418739318848
8.629281570747711,671,5.866607666015625
25.766989427184253,672,6.028317928314209
15.423024669026704,673,5.604989528656006
11.429339056120684,674,6.022226810455322
9.452074128056001,675,5.964162826538086
13.814560680383297,676,5.770518779754639
9.374846597052226,677,5.866607189178467
8.783089115962863,678,5.9451799392700195
8.905948888139013,679,5.930682182312012
9.627112218773165,680,5.837957859039307
13.910073429794165,681,5.752843856811523
10.257378876259413,682,5.781136512756348
9.604677618396169,683,6.016262531280518
11.15488012970143,684,6.050266265869141
9.64931518022215,685,5.810184478759766
9.705464693762735,686,5.598227500915527
8.317629959288189,687,5.9354143142700195
8.325485297827145,688,5.818441390991211
9.193830112961415,689,5.745134353637695
10.594940388733686,690,5.9749932289123535
10.92799007604101,691,5.812512397766113
8.515728031200103,692,5.941226959228516
14.351982463575045,693,5.527639389038086
10.273369548848471,694,5.578556060791016
8.513376817624554,695,5.947739601135254
10.623877611903072,696,5.742565155029297
9.971652860925746,697,5.84962272644043
8.366904830075867,698,5.9556708335876465
13.091748360019388,699,5.891621112823486
8.931171444119624,700,5.89870023727417
11.391233158490513,701,5.905760288238525
9.791139715638437,702,5.7711029052734375
14.617661941959598,703,5.916049957275391
9.401686870100384,704,5.974055290222168
11.70477682560028,705,5.700122833251953
11.022028280760079,706,5.608722686767578
11.430284903005138,707,5.825949668884277
9.895486947405344,708,6.00457763671875
10.264481897448448,709,5.690057754516602
11.726036146373364,710,5.877103328704834
10.978710032358508,711,5.581392288208008
8.734147452732534,712,5.859488487243652
8.681664572168884,713,5.814740180969238
12.352487142216859,714,5.810714244842529
9.16885581030246,715,5.87955379486084
8.203840649586546,716,5.839885711669922
11.201756775541881,717,5.800015449523926
9.610763126999894,718,5.775365829467773
8.634509165850497,719,5.931978225708008
8.10529367280797,720,5.949337005615234
8.069438935053817,721,5.852476119995117
9.70343950778537,722,5.9035186767578125
8.69361804722157,723,5.6846137046813965
9.81414586739189,724,5.945253372192383
10.92757676243575,725,5.760694980621338
8.70392882985582,726,5.710759162902832
10.121952304621438,727,5.673078536987305
10.274274413391911,728,5.693049430847168
8.331572028630715,729,5.8778181076049805
10.979775650150449,730,5.759486675262451
11.136079907031952,731,5.857414245605469
8.44724372287623,732,5.805088520050049
13.813207547806885,733,5.733510971069336
10.088379745221186,734,5.937737464904785
11.054070143428612,735,5.6741790771484375
9.605364699263603,736,5.908674240112305
12.15917996201359,737,5.777254104614258
9.327062089384754,738,5.766836643218994
10.560349826798138,739,5.8493757247924805
10.810798290606286,740,5.8377461433410645
8.747005277142536,741,5.776767730712891
12.670202932802553,742,5.802987098693848
10.678373667584887,743,5.849551200866699
9.547272169776509,744,5.740217208862305
11.84087987259505,745,5.806150913238525
8.571574282542988,746,5.832436561584473
9.575064987081598,747,5.690197944641113
9.396701363829548,748,5.838059902191162
8.446219452919454,749,5.598095417022705
8.156478235551864,750,5.6417341232299805
7.956057264656051,751,5.9797821044921875
11.204819214642086,752,5.400910377502441
9.927309197134328,753,5.744830131530762
9.618725205179421,754,5.896968841552734
11.613120295092152,755,5.816127300262451
9.790087720031826,756,5.622486114501953
9.815956624576456,757,5.713972568511963
9.699113738482074,758,5.772736549377441
12.324562321875014,759,5.73795223236084
10.285375816589132,760,5.699797630310059
12.496703666930031,761,5.91871452331543
10.563475795117034,762,5.685715198516846
10.500602704870198,763,5.708699703216553
12.56417425585324,764,5.798095703125
10.162730804862901,765,5.758309364318848
9.1688345917568,766,5.7838006019592285
11.094476552462694,767,5.799979209899902
10.754802252220866,768,5.773002624511719
